month1,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct1,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_del,carrier_del,weather_delay,nas_delay,security_delay,late_aircraft_delay
3,UA,United Air Lines Inc.,PWM,"Portland, ME: Portland International Jetport",24.0,7.0,1.69,0.04,1.68,0.0,3.59,1.0,0.0,454.0,55.0,6.0,60.0,0.0,333.0
3,UA,United Air Lines Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",326.0,72.0,17.81,1.95,9.15,0.0,43.09,2.0,0.0,5481.0,1419.0,243.0,402.0,0.0,3417.0
3,UA,United Air Lines Inc.,RIC,"Richmond, VA: Richmond International",32.0,7.0,0.3,0.42,0.05,0.0,6.23,0.0,0.0,500.0,23.0,18.0,4.0,0.0,455.0
3,UA,United Air Lines Inc.,RNO,"Reno, NV: Reno/Tahoe International",113.0,27.0,7.18,2.28,4.14,0.0,13.4,2.0,0.0,1913.0,288.0,295.0,137.0,0.0,1193.0
3,UA,United Air Lines Inc.,ROC,"Rochester, NY: Greater Rochester International",59.0,16.0,3.13,0.0,4.41,0.0,8.46,2.0,0.0,904.0,337.0,0.0,105.0,0.0,462.0
3,UA,United Air Lines Inc.,RSW,"Fort Myers, FL: Southwest Florida International",496.0,82.0,13.25,0.01,23.84,0.0,44.9,3.0,0.0,6401.0,991.0,5.0,931.0,0.0,4474.0
3,UA,United Air Lines Inc.,SAN,"San Diego, CA: San Diego International",810.0,183.0,47.9,5.36,75.41,0.06,54.27,6.0,3.0,8544.0,1980.0,246.0,2716.0,2.0,3600.0
3,UA,United Air Lines Inc.,SAT,"San Antonio, TX: San Antonio International",400.0,62.0,16.93,0.8,17.76,0.0,26.52,2.0,0.0,3124.0,728.0,44.0,571.0,0.0,1781.0
3,UA,United Air Lines Inc.,SAV,"Savannah, GA: Savannah/Hilton Head International",28.0,2.0,0.96,0.0,1.04,0.0,0.0,0.0,0.0,76.0,52.0,0.0,24.0,0.0,0.0
3,UA,United Air Lines Inc.,SBA,"Santa Barbara, CA: Santa Barbara Municipal",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,UA,United Air Lines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",700.0,166.0,37.72,3.92,60.9,0.0,63.46,6.0,0.0,9734.0,2492.0,337.0,1917.0,0.0,4988.0
3,UA,United Air Lines Inc.,SFO,"San Francisco, CA: San Francisco International",4595.0,1349.0,180.74,14.64,851.94,0.0,301.68,26.0,5.0,99025.0,12668.0,1411.0,57613.0,0.0,27333.0
3,UA,United Air Lines Inc.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",190.0,52.0,11.75,0.21,19.04,0.0,21.0,4.0,0.0,2197.0,384.0,15.0,529.0,0.0,1269.0
3,UA,United Air Lines Inc.,SJU,"San Juan, PR: Luis Munoz Marin International",209.0,46.0,14.7,1.1,16.99,0.0,13.22,0.0,0.0,2406.0,760.0,140.0,788.0,0.0,718.0
3,UA,United Air Lines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",294.0,68.0,21.15,1.83,17.93,0.0,27.09,2.0,1.0,3730.0,945.0,87.0,694.0,0.0,2004.0
3,UA,United Air Lines Inc.,SMF,"Sacramento, CA: Sacramento International",232.0,58.0,15.9,1.22,23.59,0.0,17.28,3.0,0.0,3664.0,1165.0,109.0,955.0,0.0,1435.0
3,UA,United Air Lines Inc.,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",542.0,108.0,26.47,1.98,45.4,1.0,33.14,7.0,4.0,5416.0,1429.0,54.0,1476.0,50.0,2407.0
3,UA,United Air Lines Inc.,SPN,"Saipan, TT: Francisco C. Ada Saipan International",39.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,72.0,47.0,0.0,25.0,0.0,0.0
3,UA,United Air Lines Inc.,SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",93.0,14.0,4.44,0.19,1.54,0.0,7.83,0.0,0.0,872.0,214.0,43.0,127.0,0.0,488.0
3,UA,United Air Lines Inc.,STL,"St. Louis, MO: St Louis Lambert International",18.0,4.0,1.64,0.0,0.48,0.0,1.88,0.0,0.0,191.0,47.0,0.0,12.0,0.0,132.0
3,UA,United Air Lines Inc.,STT,"Charlotte Amalie, VI: Cyril E King",67.0,10.0,3.82,0.03,4.22,0.0,1.93,0.0,0.0,751.0,196.0,6.0,224.0,0.0,325.0
3,UA,United Air Lines Inc.,SYR,"Syracuse, NY: Syracuse Hancock International",32.0,5.0,1.68,0.0,0.14,0.0,3.18,0.0,0.0,330.0,49.0,0.0,17.0,0.0,264.0
3,UA,United Air Lines Inc.,TPA,"Tampa, FL: Tampa International",664.0,109.0,24.22,2.64,31.3,0.0,50.84,4.0,0.0,7457.0,1440.0,168.0,991.0,0.0,4858.0
3,UA,United Air Lines Inc.,TUL,"Tulsa, OK: Tulsa International",34.0,7.0,0.59,0.0,2.0,0.0,4.41,0.0,0.0,315.0,14.0,0.0,46.0,0.0,255.0
3,UA,United Air Lines Inc.,TUS,"Tucson, AZ: Tucson International",120.0,20.0,6.12,2.6,5.58,0.0,5.7,2.0,0.0,786.0,261.0,111.0,175.0,0.0,239.0
3,WN,Southwest Airlines Co.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",887.0,141.0,63.13,0.0,13.34,0.0,64.53,21.0,1.0,5768.0,2717.0,0.0,505.0,0.0,2546.0
3,WN,Southwest Airlines Co.,ALB,"Albany, NY: Albany International",390.0,58.0,31.71,0.92,7.15,0.0,18.22,7.0,0.0,2837.0,1679.0,86.0,219.0,0.0,853.0
3,WN,Southwest Airlines Co.,AMA,"Amarillo, TX: Rick Husband Amarillo International",145.0,22.0,9.73,0.0,1.69,0.0,10.58,6.0,0.0,887.0,394.0,0.0,107.0,0.0,386.0
3,WN,Southwest Airlines Co.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",3729.0,417.0,163.65,2.72,78.52,0.48,171.63,201.0,7.0,20664.0,8864.0,210.0,3355.0,32.0,8203.0
3,WN,Southwest Airlines Co.,AUS,"Austin, TX: Austin - Bergstrom International",2009.0,295.0,109.86,2.61,46.02,2.47,134.04,65.0,5.0,14139.0,5231.0,252.0,1585.0,69.0,7002.0
3,WN,Southwest Airlines Co.,BDL,"Hartford, CT: Bradley International",549.0,105.0,42.77,2.45,12.37,0.0,47.41,12.0,0.0,5056.0,1785.0,70.0,361.0,0.0,2840.0
3,WN,Southwest Airlines Co.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",357.0,61.0,30.26,0.0,5.75,0.0,24.99,10.0,1.0,3752.0,2289.0,0.0,242.0,0.0,1221.0
3,WN,Southwest Airlines Co.,BNA,"Nashville, TN: Nashville International",3384.0,415.0,151.97,2.41,54.69,0.0,205.93,109.0,8.0,20645.0,7342.0,294.0,1932.0,0.0,11077.0
3,WN,Southwest Airlines Co.,BOI,"Boise, ID: Boise Air Terminal",366.0,59.0,25.31,0.0,6.83,0.0,26.86,4.0,0.0,2419.0,986.0,0.0,207.0,0.0,1226.0
3,WN,Southwest Airlines Co.,BOS,"Boston, MA: Logan International",775.0,117.0,52.85,0.38,25.1,0.0,38.67,73.0,4.0,7259.0,3208.0,37.0,1237.0,0.0,2777.0
3,WN,Southwest Airlines Co.,BUF,"Buffalo, NY: Buffalo Niagara International",576.0,101.0,43.83,0.61,11.88,0.0,44.67,15.0,0.0,4463.0,2078.0,54.0,350.0,0.0,1981.0
3,WN,Southwest Airlines Co.,BUR,"Burbank, CA: Bob Hope",1688.0,287.0,95.01,0.79,35.36,0.55,155.29,90.0,4.0,13103.0,5650.0,26.0,1093.0,41.0,6293.0
3,WN,Southwest Airlines Co.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",5824.0,674.0,273.4,7.52,80.49,2.42,310.17,299.0,12.0,34318.0,15179.0,661.0,2401.0,73.0,16004.0
3,WN,Southwest Airlines Co.,CHS,"Charleston, SC: Charleston AFB/International",253.0,38.0,18.75,0.05,3.15,1.0,15.05,4.0,0.0,1944.0,777.0,11.0,111.0,32.0,1013.0
3,WN,Southwest Airlines Co.,CLE,"Cleveland, OH: Cleveland-Hopkins International",587.0,95.0,47.01,0.0,7.26,0.0,40.73,15.0,0.0,5112.0,2862.0,0.0,273.0,0.0,1977.0
3,WN,Southwest Airlines Co.,CLT,"Charlotte, NC: Charlotte Douglas International",264.0,41.0,19.84,0.0,5.58,0.0,15.58,2.0,0.0,1787.0,874.0,0.0,343.0,0.0,570.0
3,WN,Southwest Airlines Co.,CMH,"Columbus, OH: John Glenn Columbus International",1157.0,171.0,79.42,1.09,19.97,1.0,69.52,28.0,0.0,8945.0,3903.0,79.0,1051.0,21.0,3891.0
3,WN,Southwest Airlines Co.,CRP,"Corpus Christi, TX: Corpus Christi International",114.0,17.0,4.22,0.0,0.0,1.0,11.78,7.0,0.0,595.0,109.0,0.0,0.0,73.0,413.0
3,WN,Southwest Airlines Co.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",298.0,33.0,18.76,0.31,4.28,0.0,9.64,12.0,1.0,1750.0,1235.0,11.0,170.0,0.0,334.0
3,WN,Southwest Airlines Co.,DAL,"Dallas, TX: Dallas Love Field",5872.0,756.0,278.51,7.61,133.89,3.07,332.93,298.0,12.0,34198.0,11920.0,568.0,5020.0,135.0,16555.0
3,WN,Southwest Airlines Co.,DCA,"Washington, DC: Ronald Reagan Washington National",1380.0,222.0,82.75,2.16,44.83,0.0,92.26,32.0,0.0,13001.0,5633.0,45.0,1337.0,0.0,5986.0
3,WN,Southwest Airlines Co.,DEN,"Denver, CO: Denver International",5953.0,875.0,329.22,6.06,157.35,3.87,378.49,538.0,14.0,42001.0,16982.0,342.0,5400.0,395.0,18882.0
3,WN,Southwest Airlines Co.,DSM,"Des Moines, IA: Des Moines International",97.0,14.0,4.95,0.93,0.57,0.0,7.55,0.0,0.0,642.0,136.0,14.0,16.0,0.0,476.0
3,WN,Southwest Airlines Co.,DTW,"Detroit, MI: Detroit Metro Wayne County",497.0,89.0,43.16,0.0,6.34,0.0,39.5,29.0,3.0,3955.0,1920.0,0.0,279.0,0.0,1756.0
3,WN,Southwest Airlines Co.,ECP,"Panama City, FL: Northwest Florida Beaches International",197.0,26.0,16.0,0.82,2.0,0.56,6.62,2.0,0.0,995.0,646.0,51.0,43.0,15.0,240.0
3,WN,Southwest Airlines Co.,ELP,"El Paso, TX: El Paso International",554.0,91.0,42.95,0.14,5.15,1.0,41.76,16.0,4.0,3810.0,1909.0,12.0,198.0,30.0,1661.0
3,WN,Southwest Airlines Co.,EWR,"Newark, NJ: Newark Liberty International",473.0,161.0,46.38,4.9,73.4,0.74,35.57,28.0,0.0,9730.0,3843.0,399.0,3460.0,20.0,2008.0
3,WN,Southwest Airlines Co.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2480.0,339.0,146.96,1.68,59.33,3.49,127.53,71.0,0.0,19670.0,9427.0,186.0,1709.0,105.0,8243.0
3,WN,Southwest Airlines Co.,GEG,"Spokane, WA: Spokane International",337.0,49.0,26.65,0.0,2.49,1.0,18.85,5.0,0.0,2511.0,1404.0,0.0,70.0,102.0,935.0
3,WN,Southwest Airlines Co.,GRR,"Grand Rapids, MI: Gerald R. Ford International",237.0,39.0,22.25,0.0,4.1,0.0,12.65,6.0,1.0,2257.0,1390.0,0.0,217.0,0.0,650.0
3,WN,Southwest Airlines Co.,GSP,"Greer, SC: Greenville-Spartanburg International",87.0,8.0,1.46,0.0,0.58,0.0,5.96,0.0,0.0,375.0,68.0,0.0,28.0,0.0,279.0
3,WN,Southwest Airlines Co.,HNL,"Honolulu, HI: Daniel K Inouye International",23.0,9.0,4.24,0.0,4.76,0.0,0.0,0.0,0.0,283.0,173.0,0.0,110.0,0.0,0.0
3,WN,Southwest Airlines Co.,HOU,"Houston, TX: William P Hobby",4697.0,584.0,207.26,5.07,107.37,1.87,262.44,286.0,4.0,29985.0,11113.0,385.0,3709.0,230.0,14548.0
3,WN,Southwest Airlines Co.,HRL,"Harlingen/San Benito, TX: Valley International",169.0,16.0,9.4,0.0,0.27,0.0,6.33,2.0,0.0,1013.0,463.0,0.0,8.0,0.0,542.0
3,WN,Southwest Airlines Co.,IAD,"Washington, DC: Washington Dulles International",154.0,23.0,9.97,0.53,5.8,0.52,6.18,20.0,0.0,1231.0,774.0,10.0,139.0,11.0,297.0
3,WN,Southwest Airlines Co.,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",119.0,16.0,5.74,1.0,0.89,0.0,8.37,1.0,0.0,619.0,194.0,17.0,35.0,0.0,373.0
3,WN,Southwest Airlines Co.,IND,"Indianapolis, IN: Indianapolis International",1144.0,158.0,69.27,0.0,15.17,0.0,73.56,48.0,1.0,7768.0,3285.0,0.0,489.0,0.0,3994.0
3,WN,Southwest Airlines Co.,ISP,"Islip, NY: Long Island MacArthur",396.0,61.0,28.52,0.16,1.86,0.0,30.46,9.0,0.0,3929.0,1721.0,18.0,76.0,0.0,2114.0
3,WN,Southwest Airlines Co.,JAX,"Jacksonville, FL: Jacksonville International",506.0,68.0,31.59,0.38,4.49,0.32,31.22,10.0,1.0,3513.0,1545.0,15.0,132.0,7.0,1814.0
3,WN,Southwest Airlines Co.,LAS,"Las Vegas, NV: McCarran International",6429.0,1032.0,336.9,5.53,240.83,6.86,441.88,229.0,3.0,47328.0,17494.0,294.0,7867.0,195.0,21478.0
3,WN,Southwest Airlines Co.,LAX,"Los Angeles, CA: Los Angeles International",3655.0,769.0,262.11,2.3,204.66,3.2,296.73,224.0,3.0,39552.0,13737.0,139.0,8121.0,376.0,17179.0
3,WN,Southwest Airlines Co.,LBB,"Lubbock, TX: Lubbock Preston Smith International",240.0,35.0,16.02,1.56,5.88,0.0,11.53,6.0,2.0,2242.0,1184.0,95.0,367.0,0.0,596.0
3,WN,Southwest Airlines Co.,LGA,"New York, NY: LaGuardia",1054.0,218.0,81.82,3.09,66.98,0.0,66.11,45.0,0.0,15004.0,6947.0,364.0,3357.0,0.0,4336.0
3,WN,Southwest Airlines Co.,LGB,"Long Beach, CA: Long Beach Airport",341.0,57.0,22.89,0.0,2.49,0.0,31.63,0.0,1.0,2392.0,998.0,0.0,57.0,0.0,1337.0
3,WN,Southwest Airlines Co.,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",202.0,29.0,14.61,0.0,0.23,0.0,14.16,2.0,0.0,1218.0,649.0,0.0,16.0,0.0,553.0
3,WN,Southwest Airlines Co.,MAF,"Midland/Odessa, TX: Midland International Air and Space Port",275.0,34.0,13.51,1.33,5.85,0.0,13.31,10.0,0.0,1804.0,574.0,210.0,457.0,0.0,563.0
3,WN,Southwest Airlines Co.,MCI,"Kansas City, MO: Kansas City International",2204.0,335.0,137.66,0.5,36.43,1.0,159.41,82.0,0.0,16476.0,6910.0,11.0,1177.0,21.0,8357.0
3,WN,Southwest Airlines Co.,MCO,"Orlando, FL: Orlando International",4082.0,545.0,213.86,7.36,90.35,1.0,232.44,127.0,1.0,32298.0,14162.0,402.0,3276.0,60.0,14398.0
3,WN,Southwest Airlines Co.,MDW,"Chicago, IL: Chicago Midway International",6685.0,974.0,339.26,8.93,183.49,6.66,435.67,302.0,7.0,49903.0,18056.0,719.0,6125.0,623.0,24380.0
3,WN,Southwest Airlines Co.,MEM,"Memphis, TN: Memphis International",364.0,49.0,26.82,0.97,6.2,0.0,15.01,11.0,0.0,2872.0,1600.0,246.0,162.0,0.0,864.0
3,WN,Southwest Airlines Co.,MHT,"Manchester, NH: Manchester-Boston Regional",288.0,38.0,23.93,0.0,1.25,0.0,12.82,6.0,0.0,2485.0,1720.0,0.0,40.0,0.0,725.0
3,WN,Southwest Airlines Co.,MKE,"Milwaukee, WI: General Mitchell International",1251.0,189.0,70.16,0.33,16.04,1.12,101.34,60.0,0.0,10715.0,4168.0,14.0,687.0,37.0,5809.0
3,WN,Southwest Airlines Co.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",784.0,152.0,61.75,0.0,27.69,1.59,60.97,39.0,0.0,8431.0,3572.0,0.0,1620.0,52.0,3187.0
3,WN,Southwest Airlines Co.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",1850.0,315.0,137.72,1.04,44.88,1.06,130.3,54.0,1.0,15442.0,7161.0,35.0,1497.0,20.0,6729.0
3,WN,Southwest Airlines Co.,OAK,"Oakland, CA: Metropolitan Oakland International",3469.0,588.0,201.2,1.96,95.47,3.29,286.08,179.0,0.0,28515.0,11485.0,63.0,2883.0,375.0,13709.0
3,WN,Southwest Airlines Co.,OKC,"Oklahoma City, OK: Will Rogers World",558.0,100.0,41.31,0.0,12.12,0.0,46.57,26.0,0.0,5067.0,2328.0,0.0,468.0,0.0,2271.0
3,WN,Southwest Airlines Co.,OMA,"Omaha, NE: Eppley Airfield",634.0,123.0,61.43,1.75,10.4,0.0,49.42,27.0,0.0,6141.0,3427.0,86.0,292.0,0.0,2336.0
3,WN,Southwest Airlines Co.,ONT,"Ontario, CA: Ontario International",941.0,172.0,79.67,0.0,12.64,0.0,79.69,26.0,0.0,8340.0,4004.0,0.0,312.0,0.0,4024.0
3,WN,Southwest Airlines Co.,ORF,"Norfolk, VA: Norfolk International",185.0,24.0,13.66,0.8,0.79,0.0,8.76,6.0,0.0,1172.0,726.0,75.0,32.0,0.0,339.0
3,WN,Southwest Airlines Co.,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",301.0,57.0,32.76,0.75,10.65,0.0,12.84,5.0,0.0,3181.0,2010.0,21.0,308.0,0.0,842.0
3,WN,Southwest Airlines Co.,PDX,"Portland, OR: Portland International",1186.0,185.0,95.76,1.0,12.57,0.0,75.68,32.0,0.0,8790.0,4833.0,19.0,336.0,0.0,3602.0
3,WN,Southwest Airlines Co.,PHL,"Philadelphia, PA: Philadelphia International",727.0,125.0,49.16,3.02,22.44,0.0,50.38,44.0,0.0,7225.0,3365.0,191.0,1117.0,0.0,2552.0
3,WN,Southwest Airlines Co.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",5751.0,1075.0,386.87,6.37,236.56,9.08,436.12,307.0,1.0,47938.0,19764.0,358.0,7056.0,447.0,20313.0
3,WN,Southwest Airlines Co.,PIT,"Pittsburgh, PA: Pittsburgh International",916.0,135.0,70.14,1.14,12.65,1.0,50.07,28.0,0.0,8987.0,5167.0,137.0,575.0,181.0,2927.0
3,WN,Southwest Airlines Co.,PNS,"Pensacola, FL: Pensacola International",101.0,17.0,8.88,0.0,1.55,0.0,6.56,0.0,1.0,714.0,371.0,0.0,43.0,0.0,300.0
3,WN,Southwest Airlines Co.,PVD,"Providence, RI: Theodore Francis Green State",547.0,111.0,47.05,0.14,17.03,0.0,46.78,16.0,0.0,6516.0,2972.0,10.0,511.0,0.0,3023.0
3,WN,Southwest Airlines Co.,PWM,"Portland, ME: Portland International Jetport",93.0,7.0,3.28,0.0,0.66,0.0,3.06,2.0,0.0,490.0,188.0,0.0,23.0,0.0,279.0
3,WN,Southwest Airlines Co.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",865.0,143.0,65.93,0.85,8.83,1.0,66.39,15.0,0.0,7466.0,3879.0,17.0,309.0,37.0,3224.0
3,WN,Southwest Airlines Co.,RIC,"Richmond, VA: Richmond International",92.0,11.0,5.28,1.0,1.64,0.0,3.07,0.0,0.0,435.0,168.0,19.0,45.0,0.0,203.0
3,WN,Southwest Airlines Co.,RNO,"Reno, NV: Reno/Tahoe International",730.0,115.0,45.82,0.0,6.92,0.8,61.47,27.0,1.0,4302.0,1566.0,0.0,182.0,51.0,2503.0
3,WN,Southwest Airlines Co.,ROC,"Rochester, NY: Greater Rochester International",160.0,19.0,5.43,0.0,2.12,0.0,11.45,2.0,0.0,907.0,223.0,0.0,47.0,0.0,637.0
3,WN,Southwest Airlines Co.,RSW,"Fort Myers, FL: Southwest Florida International",1131.0,158.0,62.86,0.0,25.42,0.0,69.72,9.0,6.0,9318.0,3665.0,0.0,946.0,0.0,4707.0
3,WN,Southwest Airlines Co.,SAN,"San Diego, CA: San Diego International",3463.0,598.0,197.96,3.63,112.64,3.27,280.51,174.0,2.0,26742.0,9471.0,143.0,3451.0,108.0,13569.0
3,WN,Southwest Airlines Co.,SAT,"San Antonio, TX: San Antonio International",1471.0,213.0,98.54,1.92,17.01,0.0,95.53,65.0,0.0,10064.0,4483.0,101.0,676.0,0.0,4804.0
3,WN,Southwest Airlines Co.,SDF,"Louisville, KY: Louisville Muhammad Ali International",388.0,49.0,24.06,0.0,9.44,0.0,15.5,3.0,1.0,2346.0,1108.0,0.0,470.0,0.0,768.0
3,WN,Southwest Airlines Co.,SEA,"Seattle, WA: Seattle/Tacoma International",869.0,157.0,70.24,1.5,26.41,0.0,58.85,58.0,0.0,7732.0,3920.0,57.0,843.0,0.0,2912.0
3,WN,Southwest Airlines Co.,SFO,"San Francisco, CA: San Francisco International",1212.0,385.0,93.33,2.0,142.47,0.12,147.07,103.0,2.0,27217.0,6464.0,172.0,10430.0,9.0,10142.0
3,WN,Southwest Airlines Co.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",2829.0,451.0,147.24,1.09,44.35,0.41,257.91,134.0,0.0,20092.0,7427.0,54.0,1197.0,9.0,11405.0
3,WN,Southwest Airlines Co.,SJU,"San Juan, PR: Luis Munoz Marin International",380.0,68.0,37.11,0.0,7.06,0.0,23.83,16.0,0.0,3498.0,2052.0,0.0,163.0,0.0,1283.0
3,WN,Southwest Airlines Co.,SLC,"Salt Lake City, UT: Salt Lake City International",964.0,189.0,73.15,0.0,23.32,0.33,92.2,23.0,1.0,8110.0,3218.0,0.0,660.0,16.0,4216.0
3,WN,Southwest Airlines Co.,SMF,"Sacramento, CA: Sacramento International",2482.0,428.0,146.08,1.27,33.79,1.99,244.87,89.0,3.0,20307.0,7388.0,40.0,1149.0,67.0,11663.0
3,WN,Southwest Airlines Co.,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",1326.0,243.0,83.8,1.35,23.25,1.0,133.6,21.0,0.0,9317.0,3737.0,30.0,556.0,19.0,4975.0
3,WN,Southwest Airlines Co.,STL,"St. Louis, MO: St Louis Lambert International",3464.0,465.0,187.45,3.27,63.88,1.23,209.17,148.0,6.0,23264.0,9515.0,126.0,1969.0,32.0,11622.0
3,WN,Southwest Airlines Co.,TPA,"Tampa, FL: Tampa International",2935.0,429.0,171.01,3.89,63.6,0.0,190.5,118.0,1.0,23749.0,10596.0,172.0,2009.0,0.0,10972.0
3,WN,Southwest Airlines Co.,TUL,"Tulsa, OK: Tulsa International",406.0,55.0,25.73,1.47,5.66,0.0,22.13,8.0,0.0,2204.0,1137.0,41.0,152.0,0.0,874.0
3,WN,Southwest Airlines Co.,TUS,"Tucson, AZ: Tucson International",409.0,65.0,25.01,0.0,11.05,0.86,28.08,5.0,0.0,2217.0,775.0,0.0,249.0,38.0,1155.0
3,YV,Mesa Airlines Inc.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",254.0,56.0,27.5,2.93,7.35,0.71,17.51,7.0,1.0,3724.0,2112.0,374.0,182.0,32.0,1024.0
3,YV,Mesa Airlines Inc.,ALB,"Albany, NY: Albany International",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,109.0,0.0,0.0,0.0,0.0
3,YV,Mesa Airlines Inc.,AMA,"Amarillo, TX: Rick Husband Amarillo International",150.0,41.0,8.15,4.35,9.64,0.0,18.87,4.0,0.0,2604.0,445.0,434.0,382.0,0.0,1343.0
3,YV,Mesa Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",154.0,25.0,12.0,1.0,6.0,0.0,6.0,0.0,0.0,3099.0,2319.0,17.0,269.0,0.0,494.0
3,YV,Mesa Airlines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",107.0,19.0,11.0,1.0,5.0,0.0,2.0,1.0,0.0,1872.0,1567.0,79.0,131.0,0.0,95.0
3,YV,Mesa Airlines Inc.,BDL,"Hartford, CT: Bradley International",67.0,8.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,500.0,315.0,0.0,185.0,0.0,0.0
3,YV,Mesa Airlines Inc.,BFL,"Bakersfield, CA: Meadows Field",60.0,14.0,4.75,0.0,4.19,0.0,5.05,0.0,0.0,647.0,204.0,0.0,118.0,0.0,325.0
3,YV,Mesa Airlines Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",213.0,42.0,17.01,0.69,5.37,0.0,18.92,12.0,1.0,2506.0,868.0,79.0,226.0,0.0,1333.0
3,YV,Mesa Airlines Inc.,BIS,"Bismarck/Mandan, ND: Bismarck Municipal",57.0,10.0,4.12,0.0,0.07,0.0,5.81,2.0,1.0,559.0,145.0,0.0,4.0,0.0,410.0
3,YV,Mesa Airlines Inc.,BMI,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",57.0,18.0,8.95,0.22,2.02,0.0,6.8,4.0,0.0,1203.0,613.0,4.0,65.0,0.0,521.0
3,YV,Mesa Airlines Inc.,BNA,"Nashville, TN: Nashville International",73.0,17.0,8.0,0.0,6.0,1.0,2.0,1.0,0.0,727.0,340.0,0.0,270.0,16.0,101.0
3,YV,Mesa Airlines Inc.,BOI,"Boise, ID: Boise Air Terminal",31.0,6.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,200.0,165.0,35.0,0.0,0.0,0.0
3,YV,Mesa Airlines Inc.,BOS,"Boston, MA: Logan International",9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,YV,Mesa Airlines Inc.,BRO,"Brownsville, TX: Brownsville South Padre Island International",113.0,23.0,11.48,2.75,2.28,0.0,6.49,3.0,1.0,1202.0,393.0,151.0,74.0,0.0,584.0
3,YV,Mesa Airlines Inc.,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",7.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,264.0,235.0,0.0,0.0,0.0,29.0
3,YV,Mesa Airlines Inc.,BTV,"Burlington, VT: Burlington International",27.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,107.0,53.0,19.0,35.0,0.0,0.0
3,YV,Mesa Airlines Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",46.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,123.0,73.0,50.0,0.0,0.0,0.0
3,YV,Mesa Airlines Inc.,BUR,"Burbank, CA: Bob Hope",93.0,27.0,11.26,0.0,4.22,0.55,10.98,4.0,1.0,2336.0,760.0,0.0,138.0,11.0,1427.0
3,YV,Mesa Airlines Inc.,BZN,"Bozeman, MT: Bozeman Yellowstone International",17.0,5.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,167.0,23.0,0.0,98.0,0.0,46.0
3,YV,Mesa Airlines Inc.,CAK,"Akron, OH: Akron-Canton Regional",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,YV,Mesa Airlines Inc.,CHA,"Chattanooga, TN: Lovell Field",61.0,13.0,3.14,0.81,3.58,0.0,5.47,1.0,0.0,1581.0,921.0,54.0,79.0,0.0,527.0
3,YV,Mesa Airlines Inc.,CHS,"Charleston, SC: Charleston AFB/International",134.0,16.0,11.0,1.0,0.0,0.0,4.0,0.0,0.0,1687.0,1507.0,22.0,0.0,0.0,158.0
3,YV,Mesa Airlines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",81.0,14.0,5.0,1.0,4.0,0.0,4.0,0.0,0.0,665.0,119.0,48.0,107.0,0.0,391.0
