month1,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct1,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_del,carrier_del,weather_delay,nas_delay,security_delay,late_aircraft_delay
1,MQ,Envoy Air,SAV,"Savannah, GA: Savannah/Hilton Head International",65.0,15.0,3.41,0.71,4.33,0.0,6.56,1.0,1.0,601.0,180.0,29.0,129.0,0.0,263.0
1,MQ,Envoy Air,SDF,"Louisville, KY: Louisville Muhammad Ali International",61.0,18.0,2.7,1.01,8.93,0.0,5.37,1.0,0.0,890.0,180.0,36.0,383.0,0.0,291.0
1,MQ,Envoy Air,SGF,"Springfield, MO: Springfield-Branson National",428.0,80.0,13.31,5.18,27.42,0.0,34.09,15.0,0.0,3954.0,705.0,213.0,982.0,0.0,2054.0
1,MQ,Envoy Air,SHV,"Shreveport, LA: Shreveport Regional",174.0,28.0,5.97,1.17,11.15,0.0,9.72,0.0,0.0,1655.0,360.0,55.0,268.0,0.0,972.0
1,MQ,Envoy Air,SJT,"San Angelo, TX: San Angelo Regional/Mathis Field",135.0,23.0,10.78,0.35,6.54,0.0,5.33,2.0,0.0,835.0,320.0,27.0,192.0,0.0,296.0
1,MQ,Envoy Air,SPI,"Springfield, IL: Abraham Lincoln Capital",53.0,5.0,2.91,0.0,1.09,0.0,1.0,2.0,0.0,169.0,100.0,0.0,28.0,0.0,41.0
1,MQ,Envoy Air,SPS,"Wichita Falls, TX: Sheppard AFB/Wichita Falls Municipal",88.0,8.0,2.36,0.22,2.45,0.0,2.97,6.0,0.0,263.0,98.0,5.0,66.0,0.0,94.0
1,MQ,Envoy Air,SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",31.0,13.0,1.25,0.55,9.9,0.0,1.3,2.0,0.0,537.0,41.0,60.0,391.0,0.0,45.0
1,MQ,Envoy Air,STL,"St. Louis, MO: St Louis Lambert International",59.0,15.0,3.61,2.07,5.05,0.0,4.28,7.0,0.0,683.0,205.0,78.0,218.0,0.0,182.0
1,MQ,Envoy Air,SUX,"Sioux City, IA: Sioux Gateway Brig Gen Bud Day Field",116.0,16.0,0.0,1.69,8.8,0.0,5.51,16.0,0.0,658.0,0.0,88.0,238.0,0.0,332.0
1,MQ,Envoy Air,SWO,"Stillwater, OK: Stillwater Regional",63.0,4.0,3.72,0.0,0.28,0.0,0.0,2.0,0.0,86.0,80.0,0.0,6.0,0.0,0.0
1,MQ,Envoy Air,SYR,"Syracuse, NY: Syracuse Hancock International",119.0,33.0,5.95,3.02,18.09,0.0,5.94,19.0,0.0,1618.0,396.0,161.0,760.0,0.0,301.0
1,MQ,Envoy Air,TLH,"Tallahassee, FL: Tallahassee International",197.0,41.0,11.03,0.51,15.34,0.0,14.12,3.0,1.0,1963.0,484.0,18.0,507.0,0.0,954.0
1,MQ,Envoy Air,TOL,"Toledo, OH: Toledo Express",80.0,15.0,1.28,2.64,6.14,0.0,4.94,16.0,0.0,531.0,70.0,87.0,174.0,0.0,200.0
1,MQ,Envoy Air,TUL,"Tulsa, OK: Tulsa International",83.0,22.0,3.19,1.34,11.07,0.0,6.4,9.0,0.0,1017.0,141.0,56.0,444.0,0.0,376.0
1,MQ,Envoy Air,TVC,"Traverse City, MI: Cherry Capital",50.0,11.0,1.5,0.3,6.97,0.0,2.23,7.0,0.0,350.0,34.0,16.0,203.0,0.0,97.0
1,MQ,Envoy Air,TXK,"Texarkana, AR: Texarkana Regional-Webb Field",87.0,8.0,1.74,0.7,2.75,0.0,2.81,0.0,0.0,377.0,127.0,51.0,107.0,0.0,92.0
1,MQ,Envoy Air,TYR,"Tyler, TX: Tyler Pounds Regional",116.0,15.0,4.43,0.98,4.09,0.0,5.5,1.0,1.0,589.0,176.0,143.0,103.0,0.0,167.0
1,MQ,Envoy Air,TYS,"Knoxville, TN: McGhee Tyson",138.0,27.0,3.89,0.81,11.56,0.0,10.74,7.0,1.0,1119.0,111.0,49.0,430.0,0.0,529.0
1,MQ,Envoy Air,XNA,"Fayetteville, AR: Northwest Arkansas Regional",344.0,60.0,15.6,3.82,22.37,0.0,18.21,16.0,0.0,2603.0,774.0,202.0,895.0,0.0,732.0
1,NK,Spirit Air Lines,ACY,"Atlantic City, NJ: Atlantic City International",298.0,34.0,3.22,1.19,17.71,1.0,10.88,0.0,1.0,2774.0,224.0,52.0,1095.0,39.0,1364.0
1,NK,Spirit Air Lines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",690.0,118.0,18.84,4.8,71.07,2.57,20.72,6.0,0.0,6417.0,1110.0,258.0,3726.0,53.0,1270.0
1,NK,Spirit Air Lines,AVL,"Asheville, NC: Asheville Regional",39.0,3.0,0.26,0.0,0.07,0.0,2.67,1.0,0.0,177.0,5.0,0.0,2.0,0.0,170.0
1,NK,Spirit Air Lines,BDL,"Hartford, CT: Bradley International",168.0,19.0,6.37,1.0,5.77,0.59,5.27,1.0,0.0,1655.0,699.0,55.0,157.0,16.0,728.0
1,NK,Spirit Air Lines,BOS,"Boston, MA: Logan International",399.0,70.0,7.84,2.06,42.67,0.0,17.43,19.0,2.0,6608.0,391.0,335.0,4663.0,0.0,1219.0
1,NK,Spirit Air Lines,BQN,"Aguadilla, PR: Rafael Hernandez",56.0,9.0,2.2,0.0,5.8,0.0,1.0,0.0,0.0,970.0,94.0,0.0,233.0,0.0,643.0
1,NK,Spirit Air Lines,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",646.0,92.0,22.23,1.55,41.83,2.44,23.95,6.0,0.0,7266.0,1520.0,994.0,3082.0,53.0,1617.0
1,NK,Spirit Air Lines,CAK,"Akron, OH: Akron-Canton Regional",50.0,8.0,2.39,0.0,2.75,0.0,2.87,2.0,0.0,578.0,70.0,0.0,79.0,0.0,429.0
1,NK,Spirit Air Lines,CLE,"Cleveland, OH: Cleveland-Hopkins International",222.0,24.0,5.37,1.52,11.92,0.0,5.19,4.0,0.0,1490.0,228.0,50.0,735.0,0.0,477.0
1,NK,Spirit Air Lines,CMH,"Columbus, OH: John Glenn Columbus International",143.0,14.0,3.21,0.21,7.02,0.0,3.56,3.0,0.0,657.0,91.0,12.0,273.0,0.0,281.0
1,NK,Spirit Air Lines,DEN,"Denver, CO: Denver International",235.0,44.0,5.85,0.08,25.94,0.0,12.13,0.0,0.0,2794.0,245.0,13.0,1735.0,0.0,801.0
1,NK,Spirit Air Lines,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",569.0,83.0,15.72,0.44,44.83,0.0,22.0,4.0,0.0,6176.0,1640.0,78.0,2361.0,0.0,2097.0
1,NK,Spirit Air Lines,DTW,"Detroit, MI: Detroit Metro Wayne County",944.0,118.0,31.52,1.27,58.41,0.0,26.8,17.0,5.0,9356.0,1929.0,804.0,3588.0,0.0,3035.0
1,NK,Spirit Air Lines,EWR,"Newark, NJ: Newark Liberty International",304.0,78.0,4.8,0.22,70.07,0.19,2.73,0.0,0.0,6571.0,359.0,35.0,5986.0,5.0,186.0
1,NK,Spirit Air Lines,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",1701.0,282.0,42.78,7.81,172.37,0.6,58.44,12.0,0.0,23030.0,4959.0,597.0,11949.0,15.0,5510.0
1,NK,Spirit Air Lines,GSO,"Greensboro/High Point, NC: Piedmont Triad International",36.0,5.0,2.0,0.0,1.12,0.0,1.88,0.0,0.0,142.0,54.0,0.0,25.0,0.0,63.0
1,NK,Spirit Air Lines,IAG,"Niagara Falls, NY: Niagara Falls International",22.0,5.0,3.25,0.0,1.75,0.0,0.0,1.0,0.0,159.0,100.0,0.0,59.0,0.0,0.0
1,NK,Spirit Air Lines,IAH,"Houston, TX: George Bush Intercontinental/Houston",543.0,59.0,10.99,2.13,30.94,0.29,14.65,5.0,0.0,3658.0,677.0,248.0,1506.0,19.0,1208.0
1,NK,Spirit Air Lines,JAX,"Jacksonville, FL: Jacksonville International",62.0,8.0,2.0,1.59,3.91,0.0,0.5,2.0,0.0,912.0,244.0,178.0,481.0,0.0,9.0
1,NK,Spirit Air Lines,LAS,"Las Vegas, NV: McCarran International",1267.0,184.0,38.29,6.95,93.57,0.21,44.97,8.0,0.0,11887.0,3511.0,385.0,4905.0,4.0,3082.0
1,NK,Spirit Air Lines,LAX,"Los Angeles, CA: Los Angeles International",680.0,115.0,17.22,3.54,71.58,0.0,22.67,5.0,0.0,7019.0,2147.0,147.0,3297.0,0.0,1428.0
1,NK,Spirit Air Lines,LBE,"Latrobe, PA: Arnold Palmer Regional",81.0,18.0,6.96,0.14,3.56,0.0,7.35,3.0,0.0,854.0,282.0,10.0,117.0,0.0,445.0
1,NK,Spirit Air Lines,LGA,"New York, NY: LaGuardia",341.0,105.0,4.54,1.29,94.61,1.46,3.1,10.0,1.0,8266.0,251.0,310.0,7248.0,56.0,401.0
1,NK,Spirit Air Lines,MCI,"Kansas City, MO: Kansas City International",132.0,20.0,2.22,1.0,13.14,0.0,3.64,1.0,0.0,741.0,164.0,41.0,403.0,0.0,133.0
1,NK,Spirit Air Lines,MCO,"Orlando, FL: Orlando International",1335.0,210.0,37.43,5.12,127.84,0.2,39.41,10.0,0.0,13453.0,2583.0,283.0,5390.0,11.0,5186.0
1,NK,Spirit Air Lines,MSP,"Minneapolis, MN: Minneapolis-St Paul International",349.0,45.0,12.36,1.02,16.5,0.0,15.12,11.0,0.0,3078.0,1410.0,60.0,847.0,0.0,761.0
1,NK,Spirit Air Lines,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",416.0,52.0,15.32,1.14,22.38,0.0,13.16,4.0,1.0,3277.0,663.0,127.0,1255.0,0.0,1232.0
1,NK,Spirit Air Lines,MYR,"Myrtle Beach, SC: Myrtle Beach International",190.0,35.0,8.16,0.27,23.48,1.05,2.04,2.0,0.0,2495.0,842.0,15.0,1486.0,48.0,104.0
1,NK,Spirit Air Lines,OAK,"Oakland, CA: Metropolitan Oakland International",165.0,19.0,2.54,0.23,11.57,0.0,4.67,0.0,0.0,1064.0,125.0,6.0,543.0,0.0,390.0
1,NK,Spirit Air Lines,ORD,"Chicago, IL: Chicago O'Hare International",734.0,169.0,30.03,9.67,102.04,0.0,27.26,34.0,0.0,19955.0,2417.0,4226.0,11015.0,0.0,2297.0
1,NK,Spirit Air Lines,PBG,"Plattsburgh, NY: Plattsburgh International",21.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,NK,Spirit Air Lines,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",79.0,18.0,5.56,0.2,7.07,0.0,5.18,2.0,0.0,1267.0,614.0,32.0,316.0,0.0,305.0
1,NK,Spirit Air Lines,PDX,"Portland, OR: Portland International",55.0,8.0,2.42,0.0,3.0,0.0,2.58,0.0,1.0,503.0,202.0,0.0,189.0,0.0,112.0
1,NK,Spirit Air Lines,PHL,"Philadelphia, PA: Philadelphia International",284.0,40.0,11.0,0.0,16.1,1.59,11.31,1.0,0.0,2864.0,1143.0,0.0,820.0,48.0,853.0
1,NK,Spirit Air Lines,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",93.0,17.0,2.75,1.2,5.56,0.0,7.49,3.0,0.0,1802.0,170.0,898.0,252.0,0.0,482.0
1,NK,Spirit Air Lines,PIT,"Pittsburgh, PA: Pittsburgh International",180.0,18.0,5.14,0.0,7.24,0.11,5.5,0.0,0.0,2312.0,321.0,0.0,354.0,4.0,1633.0
1,NK,Spirit Air Lines,RIC,"Richmond, VA: Richmond International",62.0,7.0,1.71,0.0,1.33,0.0,3.96,0.0,0.0,553.0,54.0,0.0,105.0,0.0,394.0
1,NK,Spirit Air Lines,RSW,"Fort Myers, FL: Southwest Florida International",493.0,87.0,15.57,4.83,57.15,0.0,9.45,9.0,2.0,6084.0,1190.0,323.0,3537.0,0.0,1034.0
1,NK,Spirit Air Lines,SAN,"San Diego, CA: San Diego International",143.0,25.0,3.73,0.0,10.63,0.0,10.64,1.0,0.0,1314.0,128.0,0.0,357.0,0.0,829.0
1,NK,Spirit Air Lines,SEA,"Seattle, WA: Seattle/Tacoma International",103.0,13.0,4.52,0.0,6.71,0.0,1.78,0.0,0.0,649.0,270.0,0.0,312.0,0.0,67.0
1,NK,Spirit Air Lines,SJU,"San Juan, PR: Luis Munoz Marin International",193.0,36.0,10.45,0.06,17.52,0.0,7.97,0.0,0.0,1307.0,343.0,7.0,539.0,0.0,418.0
1,NK,Spirit Air Lines,STT,"Charlotte Amalie, VI: Cyril E King",45.0,2.0,0.09,0.0,0.91,0.0,1.0,0.0,0.0,100.0,7.0,0.0,75.0,0.0,18.0
1,NK,Spirit Air Lines,TPA,"Tampa, FL: Tampa International",654.0,67.0,14.54,4.8,36.47,0.0,11.2,11.0,1.0,3367.0,663.0,496.0,1349.0,0.0,859.0
1,OH,PSA Airlines Inc.,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",85.0,13.0,6.99,0.0,3.36,0.0,2.66,6.0,0.0,607.0,472.0,0.0,68.0,0.0,67.0
1,OH,PSA Airlines Inc.,AGS,"Augusta, GA: Augusta Regional at Bush Field",115.0,9.0,4.24,0.0,1.25,0.0,3.51,0.0,0.0,359.0,180.0,0.0,28.0,0.0,151.0
1,OH,PSA Airlines Inc.,ALB,"Albany, NY: Albany International",115.0,33.0,11.83,2.37,6.21,1.0,11.59,10.0,1.0,2301.0,804.0,235.0,259.0,30.0,973.0
1,OH,PSA Airlines Inc.,ART,"Watertown, NY: Watertown International",62.0,10.0,3.95,2.0,2.21,0.0,1.84,16.0,3.0,507.0,113.0,203.0,53.0,0.0,138.0
1,OH,PSA Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",145.0,23.0,7.39,0.0,10.42,0.0,5.19,2.0,0.0,1246.0,444.0,0.0,516.0,0.0,286.0
1,OH,PSA Airlines Inc.,AVL,"Asheville, NC: Asheville Regional",178.0,18.0,8.71,2.33,5.9,0.0,1.07,8.0,2.0,768.0,273.0,307.0,165.0,0.0,23.0
1,OH,PSA Airlines Inc.,AVP,"Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International",92.0,11.0,3.81,0.0,3.58,0.0,3.61,4.0,0.0,249.0,87.0,0.0,68.0,0.0,94.0
1,OH,PSA Airlines Inc.,BDL,"Hartford, CT: Bradley International",184.0,32.0,11.88,0.37,6.97,0.0,12.78,15.0,2.0,1759.0,734.0,23.0,271.0,0.0,731.0
1,OH,PSA Airlines Inc.,BGR,"Bangor, ME: Bangor International",47.0,14.0,4.74,1.05,4.17,0.1,3.94,5.0,0.0,664.0,140.0,97.0,125.0,7.0,295.0
1,OH,PSA Airlines Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",258.0,43.0,16.41,0.34,15.03,0.0,11.21,5.0,0.0,1977.0,730.0,20.0,428.0,0.0,799.0
1,OH,PSA Airlines Inc.,BNA,"Nashville, TN: Nashville International",104.0,8.0,1.91,0.0,1.27,0.0,4.82,4.0,0.0,371.0,92.0,0.0,87.0,0.0,192.0
1,OH,PSA Airlines Inc.,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",27.0,5.0,1.68,0.0,0.61,0.0,2.71,0.0,0.0,323.0,68.0,0.0,27.0,0.0,228.0
1,OH,PSA Airlines Inc.,BTV,"Burlington, VT: Burlington International",94.0,13.0,2.34,0.12,4.12,0.0,6.43,10.0,0.0,715.0,63.0,27.0,109.0,0.0,516.0
1,OH,PSA Airlines Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",32.0,3.0,1.0,0.0,0.62,0.0,1.38,3.0,0.0,69.0,19.0,0.0,21.0,0.0,29.0
1,OH,PSA Airlines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",9.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,18.0,0.0,0.0,0.0,0.0
1,OH,PSA Airlines Inc.,CAE,"Columbia, SC: Columbia Metropolitan",203.0,29.0,9.95,0.75,7.76,0.0,10.54,3.0,0.0,1508.0,444.0,47.0,342.0,0.0,675.0
1,OH,PSA Airlines Inc.,CAK,"Akron, OH: Akron-Canton Regional",261.0,57.0,19.34,0.24,10.35,0.0,27.07,3.0,2.0,3672.0,1044.0,4.0,341.0,0.0,2283.0
1,OH,PSA Airlines Inc.,CHA,"Chattanooga, TN: Lovell Field",171.0,29.0,11.57,0.0,3.97,0.0,13.46,2.0,0.0,1570.0,681.0,0.0,102.0,0.0,787.0
1,OH,PSA Airlines Inc.,CHO,"Charlottesville, VA: Charlottesville Albemarle",117.0,10.0,3.67,2.78,1.56,0.0,1.99,2.0,0.0,659.0,166.0,376.0,41.0,0.0,76.0
1,OH,PSA Airlines Inc.,CHS,"Charleston, SC: Charleston AFB/International",258.0,31.0,13.27,0.0,7.76,0.84,9.13,5.0,0.0,1661.0,703.0,0.0,280.0,16.0,662.0
1,OH,PSA Airlines Inc.,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",63.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,224.0,193.0,0.0,31.0,0.0,0.0
1,OH,PSA Airlines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",228.0,34.0,13.1,3.12,7.68,0.0,10.09,3.0,1.0,1989.0,890.0,214.0,290.0,0.0,595.0
1,OH,PSA Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",7376.0,841.0,204.67,35.89,244.96,1.94,353.54,149.0,3.0,49395.0,17141.0,2305.0,7680.0,57.0,22212.0
1,OH,PSA Airlines Inc.,CMH,"Columbus, OH: John Glenn Columbus International",108.0,29.0,7.37,0.63,6.37,0.0,14.62,3.0,0.0,1238.0,449.0,17.0,193.0,0.0,579.0
1,OH,PSA Airlines Inc.,CRW,"Charleston/Dunbar, WV: Yeager",197.0,49.0,16.75,3.27,5.38,0.0,23.6,7.0,3.0,2480.0,870.0,165.0,180.0,0.0,1265.0
1,OH,PSA Airlines Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",391.0,46.0,13.68,0.82,12.71,0.27,18.51,3.0,0.0,2231.0,706.0,115.0,434.0,15.0,961.0
1,OH,PSA Airlines Inc.,DAB,"Daytona Beach, FL: Daytona Beach International",133.0,19.0,6.16,0.0,9.43,0.0,3.41,0.0,0.0,554.0,161.0,0.0,266.0,0.0,127.0
1,OH,PSA Airlines Inc.,DAY,"Dayton, OH: James M Cox/Dayton International",571.0,117.0,27.0,11.67,26.92,0.0,51.41,29.0,1.0,7257.0,1632.0,633.0,1064.0,0.0,3928.0
1,OH,PSA Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",2673.0,514.0,103.44,21.79,140.87,1.44,246.46,189.0,7.0,36665.0,7888.0,1947.0,6316.0,134.0,20380.0
1,OH,PSA Airlines Inc.,DSM,"Des Moines, IA: Des Moines International",116.0,21.0,7.5,0.4,9.34,0.0,3.77,6.0,0.0,1005.0,316.0,52.0,326.0,0.0,311.0
1,OH,PSA Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",107.0,10.0,3.04,0.19,3.38,0.0,3.38,6.0,0.0,948.0,272.0,16.0,186.0,0.0,474.0
1,OH,PSA Airlines Inc.,EVV,"Evansville, IN: Evansville Regional",33.0,7.0,3.12,1.0,1.0,0.0,1.88,0.0,0.0,464.0,165.0,22.0,19.0,0.0,258.0
1,OH,PSA Airlines Inc.,EWN,"New Bern/Morehead/Beaufort, NC: Coastal Carolina Regional",126.0,18.0,6.0,0.0,3.72,0.0,8.28,2.0,0.0,758.0,311.0,0.0,75.0,0.0,372.0
1,OH,PSA Airlines Inc.,FAY,"Fayetteville, NC: Fayetteville Regional/Grannis Field",101.0,15.0,8.51,0.0,2.4,0.0,4.08,0.0,0.0,579.0,270.0,0.0,50.0,0.0,259.0
1,OH,PSA Airlines Inc.,GNV,"Gainesville, FL: Gainesville Regional",111.0,11.0,4.17,0.0,2.2,0.0,4.63,1.0,0.0,375.0,151.0,0.0,46.0,0.0,178.0
1,OH,PSA Airlines Inc.,GPT,"Gulfport/Biloxi, MS: Gulfport-Biloxi International",61.0,4.0,1.05,0.0,0.71,0.36,1.89,0.0,0.0,304.0,63.0,0.0,60.0,30.0,151.0
1,OH,PSA Airlines Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",115.0,22.0,3.61,1.44,6.18,0.0,10.77,16.0,1.0,1638.0,293.0,112.0,314.0,0.0,919.0
1,OH,PSA Airlines Inc.,GSO,"Greensboro/High Point, NC: Piedmont Triad International",272.0,52.0,21.31,1.08,5.88,0.0,23.72,7.0,0.0,2788.0,1141.0,56.0,219.0,0.0,1372.0
1,OH,PSA Airlines Inc.,GSP,"Greer, SC: Greenville-Spartanburg International",416.0,66.0,20.64,1.34,13.69,0.0,30.33,3.0,0.0,3546.0,1109.0,111.0,359.0,0.0,1967.0
1,OH,PSA Airlines Inc.,HPN,"White Plains, NY: Westchester County",259.0,61.0,20.27,2.14,14.33,0.6,23.66,24.0,4.0,3486.0,1472.0,234.0,550.0,15.0,1215.0
1,OH,PSA Airlines Inc.,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",133.0,17.0,6.53,0.0,1.59,0.0,8.88,0.0,0.0,886.0,302.0,0.0,45.0,0.0,539.0
1,OH,PSA Airlines Inc.,HVN,"New Haven, CT: Tweed New Haven",69.0,12.0,5.27,0.0,2.1,0.0,4.63,5.0,1.0,1151.0,300.0,0.0,80.0,0.0,771.0
1,OH,PSA Airlines Inc.,IAD,"Washington, DC: Washington Dulles International",156.0,23.0,7.78,0.0,8.08,0.0,7.14,0.0,1.0,684.0,269.0,0.0,224.0,0.0,191.0
1,OH,PSA Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",22.0,5.0,1.97,0.0,3.03,0.0,0.0,0.0,0.0,132.0,60.0,0.0,72.0,0.0,0.0
1,OH,PSA Airlines Inc.,ILM,"Wilmington, NC: Wilmington International",215.0,26.0,9.49,1.0,6.38,0.0,9.13,2.0,0.0,1075.0,380.0,31.0,122.0,0.0,542.0
1,OH,PSA Airlines Inc.,IND,"Indianapolis, IN: Indianapolis International",153.0,24.0,9.77,1.35,6.48,0.0,6.39,4.0,1.0,1418.0,712.0,72.0,202.0,0.0,432.0
1,OH,PSA Airlines Inc.,ITH,"Ithaca/Cortland, NY: Ithaca Tompkins Regional",4.0,2.0,0.88,0.0,0.92,0.0,0.19,0.0,0.0,122.0,51.0,0.0,60.0,0.0,11.0
1,OH,PSA Airlines Inc.,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",140.0,25.0,12.86,0.42,8.42,0.0,3.3,0.0,0.0,1458.0,744.0,110.0,286.0,0.0,318.0
1,OH,PSA Airlines Inc.,JAX,"Jacksonville, FL: Jacksonville International",75.0,10.0,4.7,0.0,1.35,0.0,3.95,1.0,1.0,358.0,148.0,0.0,74.0,0.0,136.0
1,OH,PSA Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",72.0,8.0,1.18,0.25,2.7,0.0,3.87,3.0,0.0,737.0,118.0,27.0,179.0,0.0,413.0
1,OH,PSA Airlines Inc.,LAN,"Lansing, MI: Capital Region International",26.0,4.0,1.73,0.21,0.98,0.0,1.09,3.0,0.0,457.0,282.0,13.0,103.0,0.0,59.0
1,OH,PSA Airlines Inc.,LEX,"Lexington, KY: Blue Grass",103.0,13.0,3.05,0.49,2.41,0.0,7.04,3.0,0.0,621.0,223.0,15.0,76.0,0.0,307.0
1,OH,PSA Airlines Inc.,LGA,"New York, NY: LaGuardia",149.0,59.0,5.89,1.75,33.75,0.53,17.08,6.0,2.0,4222.0,295.0,92.0,2415.0,10.0,1410.0
1,OH,PSA Airlines Inc.,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",104.0,10.0,4.41,0.0,3.59,0.0,2.0,1.0,0.0,317.0,167.0,0.0,78.0,0.0,72.0
1,OH,PSA Airlines Inc.,LYH,"Lynchburg, VA: Lynchburg Regional/Preston Glenn Field",49.0,3.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,167.0,15.0,0.0,0.0,0.0,152.0
1,OH,PSA Airlines Inc.,MCI,"Kansas City, MO: Kansas City International",32.0,2.0,0.28,0.0,0.0,0.0,1.72,0.0,0.0,107.0,19.0,0.0,0.0,0.0,88.0
1,OH,PSA Airlines Inc.,MDT,"Harrisburg, PA: Harrisburg International",57.0,3.0,1.53,0.0,0.31,0.0,1.16,4.0,0.0,103.0,52.0,0.0,10.0,0.0,41.0
1,OH,PSA Airlines Inc.,MEM,"Memphis, TN: Memphis International",124.0,11.0,2.79,0.0,4.27,0.0,3.94,1.0,0.0,350.0,132.0,0.0,93.0,0.0,125.0
1,OH,PSA Airlines Inc.,MGM,"Montgomery, AL: Montgomery Regional",26.0,5.0,1.11,0.56,0.0,0.0,3.32,1.0,0.0,516.0,59.0,44.0,0.0,0.0,413.0
1,OH,PSA Airlines Inc.,MHT,"Manchester, NH: Manchester-Boston Regional",113.0,14.0,4.24,0.73,7.57,0.0,1.46,8.0,0.0,642.0,200.0,90.0,176.0,0.0,176.0
1,OH,PSA Airlines Inc.,MKE,"Milwaukee, WI: General Mitchell International",146.0,16.0,4.9,0.77,2.77,0.0,7.57,5.0,0.0,790.0,208.0,59.0,132.0,0.0,391.0
1,OH,PSA Airlines Inc.,MLB,"Melbourne, FL: Melbourne International",93.0,15.0,7.19,0.0,2.34,0.0,5.48,0.0,0.0,761.0,506.0,0.0,40.0,0.0,215.0
1,OH,PSA Airlines Inc.,MOB,"Mobile, AL: Mobile Regional",18.0,6.0,1.96,0.0,3.76,0.0,0.27,0.0,1.0,170.0,74.0,0.0,87.0,0.0,9.0
1,OH,PSA Airlines Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",113.0,14.0,2.86,0.0,4.63,0.0,6.51,4.0,0.0,1029.0,169.0,0.0,151.0,0.0,709.0
1,OH,PSA Airlines Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",7.0,2.0,0.0,0.0,0.35,0.0,1.65,1.0,0.0,167.0,0.0,0.0,11.0,0.0,156.0
1,OH,PSA Airlines Inc.,MYR,"Myrtle Beach, SC: Myrtle Beach International",236.0,20.0,10.14,0.6,2.06,0.0,7.2,1.0,0.0,893.0,350.0,63.0,103.0,0.0,377.0
1,OH,PSA Airlines Inc.,OAJ,"Jacksonville/Camp Lejeune, NC: Albert J Ellis",174.0,26.0,8.68,0.84,8.08,0.0,8.4,1.0,1.0,796.0,203.0,28.0,216.0,0.0,349.0
1,OH,PSA Airlines Inc.,OKC,"Oklahoma City, OK: Will Rogers World",36.0,3.0,0.93,0.0,1.09,0.0,0.99,0.0,1.0,189.0,24.0,0.0,29.0,0.0,136.0
1,OH,PSA Airlines Inc.,OMA,"Omaha, NE: Eppley Airfield",62.0,12.0,5.38,0.0,4.71,0.0,1.91,1.0,0.0,434.0,182.0,0.0,164.0,0.0,88.0
1,OH,PSA Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",140.0,16.0,6.98,0.34,5.67,0.0,3.0,22.0,0.0,721.0,234.0,11.0,339.0,0.0,137.0
1,OH,PSA Airlines Inc.,ORF,"Norfolk, VA: Norfolk International",435.0,71.0,22.49,2.33,22.14,0.0,24.05,2.0,0.0,3701.0,1398.0,79.0,812.0,0.0,1412.0
1,OH,PSA Airlines Inc.,PHF,"Newport News/Williamsburg, VA: Newport News/Williamsburg International",30.0,4.0,2.21,0.0,0.58,0.0,1.21,0.0,0.0,112.0,78.0,0.0,11.0,0.0,23.0
